0.2736497004293968 1:0.3012820512820513 2:0.3451327433628318 3:0.5221238938053098 4:0.4513274336283186 5:0.3893805309734513 6:0.3202099737532809 7:1.2894736842105263 8:0.9913043478260870 9:1.6666666666666667 10:0.3665223665223665 11:1.2746113989637307 12:0.2543706293706294 13:0.2873508353221957 14:0.3148242485990830 15:0.4455128205128205 16:0.2674825174825175 17:-0.0233573504121449 18:0.0061807087403673 19:0.2530507053875898 20:0.2098194955517777 21:0.3070211093811705 22:0.3070238809124442 23:0.2338415445149833 24:0.0987076525617806 25:0.0135674514722882 26:0.0032654057017807 27:11.0000000000000000 28:0.4068881493316509 29:5.2718196565066980 30:6.5298314388241370
0.5870059273786599 1:0.5615671641791045 2:0.5242718446601942 3:0.7475728155339806 4:0.6504854368932039 5:0.5533980582524272 6:0.5780730897009967 7:0.3333333333333333 8:0.8860759493670886 9:0.7826086956521740 10:0.6291486291486291 11:1.0045248868778280 12:0.5030891438658429 13:0.5732177263969171 14:0.6063394683026585 15:0.7216828478964401 16:0.4836716681376876 17:0.0247735191637631 18:0.0420262664165103 19:0.6035356493179295 20:0.5794386227960912 21:0.6498162941974638 22:0.6521347914517738 23:0.5586601865330025 24:0.2244444824561872 25:0.1293659245940402 26:0.0925897525471954 27:18.0000000000000000 28:0.4447803456047802 29:5.1340361052837420 30:6.1211137542691460
0.2736497004293968 1:0.3047882136279926 2:0.3513513513513514 3:0.5315315315315315 4:0.4504504504504505 5:0.3963963963963964 6:0.3068920676202861 7:1.4606741573033708 8:1.2380952380952381 9:1.4800000000000000 10:0.3768953068592058 11:1.2680412371134020 12:0.2508741258741259 13:0.2865329512893983 14:0.3164880040837162 15:0.4695512820512820 16:0.2666083916083916 17:-0.0125849363575462 18:0.0122781935917921 19:0.2609370569948942 20:0.2075697877797663 21:0.3062965025332013 22:0.3050129011632566 23:0.2388358484972980 24:0.1041627773823768 25:0.0152538897756579 26:0.0034167609534627 27:17.0000000000000000 28:0.3810629660868218 29:5.5557094084410340 30:6.7330182114810055
0.5870059273786599 1:0.5590994371482176 2:0.5242718446601942 3:0.7378640776699029 4:0.6310679611650486 5:0.5436893203883495 6:0.5661619486504279 7:0.6165413533834586 8:0.9454545454545454 9:0.8205128205128205 10:0.6440433212996390 11:1.0540540540540540 12:0.4951456310679612 13:0.5754216867469879 14:0.6075819672131147 15:0.7184466019417476 16:0.4889673433362754 17:-0.0455000000000000 18:-0.0657178217821782 19:0.5991830327559213 20:0.5912757973111362 21:0.6583189306988956 22:0.6539725719901031 23:0.5561953794605524 24:0.2402443776163842 25:0.1321800817352054 26:0.0940328315460734 27:10.0000000000000000 28:0.4111118820638347 29:5.1955650773854245 30:6.1297736228822940
0.5870059273786599 1:0.4966183574879227 2:0.4660194174757282 3:0.6990291262135923 4:0.5922330097087378 5:0.4951456310679612 6:0.4778156996587031 7:0.9843750000000000 8:0.3823529411764706 9:-0.3200000000000000 10:0.5767511177347243 11:1.0837004405286343 12:0.4339881224303335 13:0.5099601593625498 14:0.5449735449735450 15:0.6097152428810720 16:0.4275925079945180 17:-0.0438499724214010 18:-0.0312365937365937 19:0.5513768598372691 20:0.5242073329383902 21:0.6090129945850175 22:0.6111106050821685 23:0.5056614907428383 24:0.2046803445728310 25:0.1122247511073631 26:0.0792074352901995 27:0.0000000000000000 28:0.3789972999722760 29:4.8055511253667160 30:5.7320034778829390
0.2736497004293968 1:0.3098720292504570 2:0.3628318584070796 3:0.5221238938053098 4:0.4513274336283186 5:0.4070796460176991 6:0.3372703412073491 7:1.3333333333333333 8:0.9133858267716536 9:2.0408163265306123 10:0.3852280955829109 11:1.2437810945273630 12:0.2578671328671329 13:0.3019589106545628 14:0.3282364933741080 15:0.4439102564102564 16:0.2805944055944056 17:-0.0314457868601395 18:-0.0190458459974438 19:0.2538538147743787 20:0.2375709359060208 21:0.3180391404269136 22:0.3201344076309290 23:0.2425239311214626 24:0.0997776414917693 25:0.0135699115723034 26:0.0031135263668141 27:0.0000000000000000 28:0.4072410878022660 29:5.2848833506203390 30:6.4774060289904800
0.5870059273786599 1:0.5791433891992551 2:0.5533980582524272 3:0.7475728155339806 4:0.6601941747572816 5:0.5825242718446602 6:0.5940199335548173 7:0.3185840707964602 8:0.8791208791208791 9:0.9142857142857143 10:0.6459087617668356 11:0.9956331877729258 12:0.5304501323918800 13:0.5940212150433944 14:0.6230179028132993 15:0.7233009708737864 16:0.5048543689320388 17:0.0686065965583174 18:0.0630736714975845 19:0.6137858667134638 20:0.6055612292108038 21:0.6602926051916640 22:0.6652982146766718 23:0.5762081784386617 24:0.2439721237150470 25:0.1476272959480050 26:0.1043264817433188 27:17.0000000000000000 28:0.4229315338679990 29:5.1354708844896390 30:6.1069241353592800
0.2226400958355800 1:0.3373493975903614 2:0.4307692307692308 3:0.5384615384615384 4:0.5230769230769231 5:0.4461538461538462 6:0.3417721518987342 7:22.3333333333333320 8:1.1460674157303370 9:4.1250000000000000 10:0.2752740560292327 11:1.3827160493827160 12:0.3258181818181818 13:0.3603174603174603 14:0.3517417162276975 15:0.4586666666666667 16:0.3112727272727273 17:-0.0262441411634960 18:-0.0276124110756330 19:0.3498055386729912 20:0.2901870183428538 21:0.3138727221270360 22:0.2926688885546918 23:0.3033374990528695 24:0.1315729813935022 25:0.0585907891769086 26:0.0326564538132367 27:17.0000000000000000 28:0.4322144010003977 29:14.8547794110828360 30:16.1241632076761120
0.4663762246471800 1:0.7404844290657440 2:0.7500000000000000 3:0.8333333333333334 4:0.7500000000000000 5:0.7500000000000000 6:0.5991189427312775 7:4.4242424242424240 8:1.6491228070175439 9:100.0000000000000000 10:0.7005076142131980 11:1.0588235294117647 12:0.7878787878787878 13:0.7529411764705882 14:0.7538461538461538 15:0.6693333333333333 16:0.7954545454545454 17:0.2737513291587902 18:0.2676849685794229 19:0.7583129306767654 20:0.7174341430962493 21:0.7214655036644153 22:0.7441856328189461 23:0.7397954428741078 24:0.3707865168539326 25:0.2117117117117117 26:0.0601503759398496 27:0.0000000000000000 28:0.4692793261865516 29:27.9672235917458460 30:29.1880064836197980
0.6870579474542587 1:0.5808429118773947 2:0.6290322580645161 3:0.7258064516129032 4:0.6935483870967742 5:0.6451612903225806 6:0.5731559854897219 7:0.2608695652173913 8:0.9436619718309859 9:1.5102040816326530 10:0.5314009661835749 11:1.1777777777777778 12:0.5439882697947214 13:0.5921787709497207 14:0.5831903945111492 15:0.6693548387096774 16:0.5865102639296188 17:0.0297339343412182 18:-0.0090346723542697 19:0.6160715563244619 20:0.5836701122775323 21:0.5968123783296325 22:0.5839257517889785 23:0.5893136639053753 24:0.2847198067948781 25:0.1538141129349392 26:0.1117939652432800 27:0.0000000000000000 28:0.4351955659020071 29:21.3380243518619070 30:22.9823032993528200
0.6870579474542587 1:0.8056537102473498 2:0.8333333333333334 3:0.9166666666666666 4:0.8333333333333334 5:0.8333333333333334 6:0.6947368421052632 7:5.3333333333333330 8:1.5277777777777777 9:5.3333333333333330 10:0.8148148148148148 11:1.2000000000000000 12:0.8181818181818182 13:0.8492063492063492 14:0.8525896414342630 15:0.8194444444444444 16:0.8257575757575758 17:0.3965517241379310 18:0.3178562493881680 19:0.8146477662333991 20:0.8486916644747607 21:0.8269850660665210 22:0.8464797094345252 23:0.7976905560847171 24:0.5093632958801498 25:0.4099099099099099 26:0.3190118152524167 27:0.0000000000000000 28:0.4298937971052710 29:25.0463127764074900 30:27.0831905719118500
