0.0000000000000000 1:-0.9512089738263401 2:-0.7457305502846299 3:-0.6090322580645162 4:-0.8290322580645164 5:-0.7536656891495601 6:-0.6031746031746033 7:-0.052543786488740585 8:-0.9719063545150501 9:-0.9874805867126834 10:-0.6142682115727942 11:0.007843137254901933 12:-0.7842573396642815 13:-0.7975706542779714 14:-0.8312894834633965 15:-0.301633393829401 16:-0.8461538461538461 17:-0.6149645287265187 18:-0.5305256860988836 19:-0.8038107982837774 20:-0.7008404158129558 21:-0.7657346738357549 22:-0.7400882676339685 23:-0.8649464095012337 24:-0.8849782064535132 25:-0.9617558525022654 26:-0.9895445808489742 27:0.6271186440677967 28:-0.0010240496630995466 29:-0.6018735357197905 30:-0.524274576890094
0.0000000000000000 1:-0.98116556346704 2:-0.7020872865275142 3:-0.6090322580645162 4:-0.6258064516129033 5:-0.6637341153470186 6:-0.6760461760461761 7:-0.08256880733944949 8:-0.9712303382891618 9:-0.9869334619093539 10:-0.8148968793080701 11:0.005806451612903274 12:-0.5985202010547503 13:-0.8513032815743788 14:-0.896160308158833 15:-0.28092767775404315 16:-0.8604492852280461 17:-0.6962587392438658 18:-0.6528384463142215 19:-0.7812227671393163 20:-0.7574302995781379 21:-0.7591648242369298 22:-0.7944989399903747 23:-0.8354393932506787 24:-0.7281014798884424 25:-0.7895492147235698 26:-0.8294685668307216 27:0.6271186440677967 28:-0.039446345413421735 29:-0.5815179156508663 30:-0.5421242768848265
0.0000000000000000 1:-0.9910922544432154 2:-0.803921568627451 3:-0.5691228070175438 4:-0.7131578947368421 5:-0.7118553960659226 6:-0.712744090441932 7:-0.08344255133245959 8:-0.9718772576904064 9:-0.9893897996357013 10:-0.654257431894182 11:0.00877192982456143 12:-0.6174680666087073 13:-0.7770034843205578 14:-0.8422964826126882 15:-0.3575317604355718 16:-0.8178137651821861 17:-0.6551319918450194 18:-0.6406611427967637 19:-0.7557640378559687 20:-0.6410868585026273 21:-0.736846265789987 22:-0.7041481512981435 23:-0.7956550180999781 24:-0.8289216629189616 25:-0.8904815149626847 26:-0.9392712550607288 27:0.6271186440677967 28:-0.005745756893748122 29:-0.5309505954621616 30:-0.48446347088448105
0.0000000000000000 1:-0.49319214574561254 2:-0.488235294117647 3:-0.14666666666666672 4:-0.41749999999999987 5:-0.3939393939393939 6:-0.10764790764790755 7:-0.07433064969106906 8:-0.9716628959276018 9:-0.985540142917192 10:-0.24131719385297146 11:0.013777777777777889 12:-0.24122249715776123 13:-0.3836194663011251 14:-0.35034477063462577 15:0.3132486388384754 16:-0.5587044534412957 17:-0.6646132484277322 18:-0.6492642613757209 19:-0.2876927363515118 20:-0.2600750270264496 21:-0.22120565397678926 22:-0.25198447690111436 23:-0.35028451417338224 24:-0.6434414533101338 25:-0.8212304142423197 26:-0.9343551185656448 27:0.6271186440677967 28:0.09391015067305863 29:-0.5291933063187844 30:-0.4723147694020643
0.0000000000000000 1:-0.8698795180722894 2:-0.7020872865275142 3:-0.6090322580645162 4:-0.6766129032258068 5:-0.7086999022482894 6:-0.5728820598006645 7:-0.06666666666666665 8:-0.9726483235434642 9:-0.9904192421392098 10:-0.40025751736877324 11:0.0050000000000001155 12:-0.5670434026616732 13:-0.670454579499732 14:-0.6840741640353007 15:-0.30961887477313965 16:-0.7408906882591093 17:-0.7121465077320814 18:-0.643351712008851 19:-0.6906858605094828 20:-0.5821951889540959 21:-0.6114819027027856 22:-0.5715234689376812 23:-0.7098074671736855 24:-0.7504031014967708 25:-0.8535681373989644 26:-0.9008097165991902 27:0.6271186440677967 28:0.1900570028503228 29:-0.554532677477161 30:-0.5094631704854284
0.0000000000000000 1:-0.94430233755535 2:-0.7457305502846299 3:-0.6645161290322581 4:-0.6766129032258068 5:-0.6637341153470186 6:-0.7021658060814686 7:-0.0892410341951626 8:-0.9734539969834087 9:-0.9878469945355192 10:-0.693812646084979 11:0.0077551020408161975 12:-0.6717715508593592 13:-0.7504523059406325 14:-0.7919688804246525 15:-0.1818511796733211 16:-0.8218623481781376 17:-0.6941722299952254 18:-0.6427827610805534 19:-0.7115616073227504 20:-0.7335104209928329 21:-0.6661922024260707 22:-0.6054131077830521 23:-0.7593094981185777 24:-0.8247654575806195 25:-0.8679814956208243 26:-0.9194545487624678 27:0.6271186440677967 28:0.08771135981526013 29:-0.5439108618566157 30:-0.48474648848720825
0.0000000000000000 1:-0.8757587049227841 2:-0.6686274509803919 3:-0.5691228070175438 4:-0.7684210526315789 5:-0.6727272727272726 6:-0.3143435511856564 7:-0.058783554196398136 8:-0.9711571538196925 9:-0.9891188524590164 10:-0.6655208287270962 11:0.005098039215686301 12:-0.5631645823580553 13:-0.6919556319705433 14:-0.6885916016350797 15:-0.09401088929219581 16:-0.700404858299595 17:-0.6517070509785859 18:-0.5873544579830778 19:-0.6675802024178027 20:-0.6495764245911051 21:-0.5961304156992954 22:-0.53329133131482 23:-0.6860723066363688 24:-0.8014658837203364 25:-0.9225966506436302 26:-0.9572006940427994 27:-0.18644067796610164 28:0.06837765068469293 29:-0.5889336709616526 30:-0.5417725961247104
0.0000000000000000 1:-0.8757587049227841 2:-0.6686274509803919 3:-0.5691228070175438 4:-0.7684210526315789 5:-0.6727272727272726 6:-0.3143435511856564 7:-0.058783554196398136 8:-0.9711571538196925 9:-0.9891188524590164 10:-0.6655208287270962 11:0.005098039215686301 12:-0.5631645823580553 13:-0.6919556319705433 14:-0.6885916016350797 15:-0.09401088929219581 16:-0.700404858299595 17:-0.6517070509785859 18:-0.5873544579830778 19:-0.6675802024178027 20:-0.6495764245911051 21:-0.5961304156992954 22:-0.53329133131482 23:-0.6860723066363688 24:-0.8014658837203364 25:-0.9225966506436302 26:-0.9572006940427994 27:-0.18644067796610164 28:0.07831312412935088 29:-0.5889336709616526 30:-0.5417725961247104
0.0000000000000000 1:-0.8757587049227841 2:-0.6686274509803919 3:-0.5691228070175438 4:-0.7684210526315789 5:-0.6727272727272726 6:-0.3143435511856564 7:-0.058783554196398136 8:-0.9711571538196925 9:-0.9891188524590164 10:-0.6655208287270962 11:0.005098039215686301 12:-0.5631645823580553 13:-0.6919556319705433 14:-0.6885916016350797 15:-0.09401088929219581 16:-0.700404858299595 17:-0.6517070509785859 18:-0.5873544579830778 19:-0.6675802024178027 20:-0.6495764245911051 21:-0.5961304156992954 22:-0.53329133131482 23:-0.6860723066363688 24:-0.8014658837203364 25:-0.9225966506436302 26:-0.9572006940427994 27:-0.18644067796610164 28:0.10489230185919851 29:-0.5889336709616526 30:-0.5417725961247104
0.0000000000000000 1:-0.9462816784378898 2:-0.8733031674208144 3:-0.6090322580645162 4:-0.7782258064516132 5:-0.8435972629521017 6:-0.4610326688815063 7:-0.0635874723188864 8:-0.9714163749679843 9:-0.9887358458678385 10:-0.6626030654054329 11:0.014857142857142902 12:-0.6484986290376513 13:-0.7696756349006788 14:-0.7335573495062083 15:0.009800362976406518 16:-0.7773279352226722 17:-0.66196840373031 18:-0.5684307620213307 19:-0.7225129970542187 20:-0.6427037683343735 21:-0.6332226050629091 22:-0.5743331713208035 23:-0.7437837499093873 24:-0.8232950686114099 25:-0.9369883816229296 26:-0.963862386463224 27:-0.18644067796610164 28:0.03713031681496415 29:-0.5664479891843275 30:-0.516145667481918
0.0000000000000000 1:-0.9462816784378898 2:-0.8733031674208144 3:-0.6090322580645162 4:-0.7782258064516132 5:-0.8435972629521017 6:-0.4610326688815063 7:-0.0635874723188864 8:-0.9714163749679843 9:-0.9887358458678385 10:-0.6626030654054329 11:0.014857142857142902 12:-0.6484986290376513 13:-0.7696756349006788 14:-0.7335573495062083 15:0.009800362976406518 16:-0.7773279352226722 17:-0.6876717730459598 18:-0.6042425040355985 19:-0.7225129970542187 20:-0.6427037683343735 21:-0.6332226050629091 22:-0.5743331713208035 23:-0.7437837499093873 24:-0.8232950686114099 25:-0.9369883816229296 26:-0.963862386463224 27:-1.0 28:0.03611489373087173 29:-0.5664479891843275 30:-0.516145667481918
