0.0000000000000000 1:0.6307870370370371 2:0.5789473684210527 3:0.7631578947368421 4:0.6578947368421053 5:0.6184210526315790 6:0.7090909090909091 7:1.2923076923076924 8:1.0251256281407035 9:0.9932885906040269 10:0.6628895184135978 11:2.4444444444444446 12:0.5454545454545454 13:0.6283870967741936 14:0.6617647058823529 15:0.7500000000000000 16:0.5526315789473685 17:0.0607872596153846 18:0.0462460967714212 19:0.6547402106428448 20:0.6314213837102087 21:0.7129258167808206 22:0.7086436617263225 23:0.6250150709540538 24:0.2637353527359992 25:0.1487726372325699 26:0.0959695709537240 27:51.0000000000000000 28:0.5686110634784196 29:8.6414385473149840 30:8.8448466621077380
0.0000000000000000 1:0.5112160566706021 2:0.5000000000000000 3:0.6447368421052632 4:0.5526315789473685 5:0.5000000000000000 6:0.5284489477786438 7:1.2919254658385093 8:0.9842931937172775 9:1.1882352941176470 10:0.4671115347950429 11:2.6400000000000000 12:0.4344112263575351 13:0.4970336189848385 14:0.5169606512890095 15:0.5480984340044742 16:0.4600366076876144 17:0.0076628352490421 18:0.0467709529276693 19:0.5785788403075240 20:0.4996556530347296 21:0.6244883015482127 22:0.5997146746670786 23:0.5360546531673261 24:0.1976418633922745 25:0.0889302628915916 26:0.0391717792906451 27:51.0000000000000000 28:0.4452463975406295 29:7.2270664236032720 30:7.3596711464086280
0.0000000000000000 1:0.4954128440366973 2:0.4605263157894737 3:0.5657894736842105 4:0.4736842105263158 5:0.4736842105263158 6:0.5666387259010897 7:1.3129770992366412 8:0.9900000000000000 9:0.9927007299270073 10:0.5989949748743718 11:3.4400000000000000 12:0.3828425096030730 13:0.4948311509303928 14:0.5349500713266762 15:0.5234741784037559 16:0.4276568501920615 17:0.0368083003952569 18:0.0586072401835995 19:0.5485749785646484 20:0.5530173114533253 21:0.6336667953033845 22:0.6370171155542744 23:0.5311978237243472 24:0.1492960813416336 25:0.0618765037314486 26:0.0298191166891928 27:4.0000000000000000 28:0.5220998271721574 29:7.4940562161696210 30:7.7987063115202140
0.0000000000000000 1:0.5197934595524957 2:0.4868421052631579 3:0.6052631578947368 4:0.5131578947368421 5:0.5131578947368421 6:0.5941223193010325 7:1.3129770992366412 8:1.3363228699551570 9:25.0000000000000000 10:0.6254681647940075 11:3.4400000000000000 12:0.4114832535885167 13:0.5225225225225225 14:0.5588822355289421 15:0.6184210526315790 16:0.4425837320574162 17:0.0379291251384275 18:0.0654986353515765 19:0.5485749785646484 20:0.5530173114533253 21:0.6336667953033845 22:0.6370171155542744 23:0.5311978237243472 24:0.1492960813416336 25:0.0618765037314486 26:0.0298191166891928 27:26.0000000000000000 28:0.5229914866942159 29:7.6734743811170130 30:8.0720824930220620
0.0000000000000000 1:0.8362573099415205 2:0.8441558441558441 3:0.8831168831168831 4:0.8701298701298701 5:0.8571428571428571 6:0.8827258320126783 7:1.1818181818181819 8:0.9859154929577465 9:1.1213872832369942 10:0.8341323106423778 11:2.2857142857142856 12:0.8110047846889952 13:0.8353936239427456 14:0.8438761776581427 15:0.8574561403508771 16:0.8074162679425837 17:0.3397683129855716 18:0.2295229816737557 19:0.8767378185843904 20:0.8452321864576058 21:0.8941353179538865 22:0.9070229988107963 23:0.8631632081616798 24:0.6885142820882004 25:0.6126656729284110 26:0.5550142963041407 27:51.0000000000000000 28:0.4453882570970296 29:8.0324805676479600 30:8.4483500326432330
0.0000000000000000 1:0.5560747663551402 2:0.5394736842105263 3:0.6578947368421053 4:0.5789473684210527 5:0.5526315789473685 6:0.6881028938906752 7:3.9082568807339450 8:1.3320610687022900 9:1.1552795031055900 10:0.6277511961722488 11:3.1428571428571430 12:0.4677033492822967 13:0.5634352635003254 14:0.6008119079837618 15:0.6951754385964912 16:0.4880382775119617 17:-0.0269677996422182 18:0.0246845848542789 19:0.5670740103191989 20:0.5723951992091597 21:0.6735816283790093 22:0.6619772164472381 23:0.5514033742142511 24:0.1734397633673591 25:0.0671660445406427 26:0.0300688201553351 27:17.0000000000000000 28:0.4999067880241928 29:7.1763269357038130 30:7.5486523428110700
0.0000000000000000 1:0.5420560747663551 2:0.4605263157894737 3:0.6973684210526315 4:0.5657894736842105 5:0.5000000000000000 6:0.6360655737704918 7:1.1318681318681318 8:0.9960159362549801 9:1.1188811188811190 10:0.5919540229885057 11:2.0000000000000000 12:0.4210526315789474 13:0.5029163966299417 14:0.5577312626603647 15:0.7280701754385965 16:0.4306220095693780 17:0.0159677495551391 18:0.0019871339490094 19:0.5800079032142119 20:0.5191175500601141 21:0.6511019522926333 22:0.6244762270959390 23:0.5356758121111780 24:0.1242263752367585 25:0.0340909133437636 26:0.0098485650746585 27:4.0000000000000000 28:0.4806823580471182 29:8.3168368278362300 30:8.5707229348893020
0.0000000000000000 1:0.5420560747663551 2:0.4605263157894737 3:0.6973684210526315 4:0.5657894736842105 5:0.5000000000000000 6:0.6360655737704918 7:1.1318681318681318 8:0.9960159362549801 9:1.1188811188811190 10:0.5919540229885057 11:2.0000000000000000 12:0.4210526315789474 13:0.5029163966299417 14:0.5577312626603647 15:0.7280701754385965 16:0.4306220095693780 17:0.0024105910986405 18:-0.0096039807695905 19:0.5800079032142119 20:0.5191175500601141 21:0.6511019522926333 22:0.6244762270959390 23:0.5356758121111780 24:0.1242263752367585 25:0.0340909133437636 26:0.0098485650746585 27:17.0000000000000000 28:0.4967795709433184 29:8.3168368278362300 30:8.5707229348893020
0.0000000000000000 1:0.4069364161849711 2:0.4025974025974026 3:0.5064935064935064 4:0.4545454545454545 5:0.4285714285714286 6:0.5084745762711864 7:1.4912280701754386 8:0.9009009009009009 9:1.2389380530973450 10:0.4442307692307692 11:1.2444444444444445 12:0.2959001782531194 13:0.4165588615782665 14:0.4367816091954023 15:0.5403050108932462 16:0.3398692810457516 17:0.1748722087705138 18:0.1951987406532861 19:0.4134597435798008 20:0.3653151785071085 21:0.4639275556365945 22:0.4999288882814871 23:0.3930764549845588 24:0.0976918872833375 25:0.0216260313843527 26:0.0055711836158680 27:51.0000000000000000 28:0.4433346875899650 29:6.5543076263486680 30:6.9577210260280450
0.0000000000000000 1:0.4804597701149425 2:0.4430379746835443 3:0.6202531645569620 4:0.5316455696202531 5:0.4683544303797468 6:0.5616000000000000 7:1.2606060606060605 8:0.9649122807017544 9:0.9871794871794872 10:0.5354777672658467 11:1.1538461538461537 12:0.3565525383707202 13:0.4575079872204473 14:0.4943521594684385 15:0.5822510822510822 16:0.3719008264462810 17:0.0567300916138125 18:0.0967980124396261 19:0.4900600775767595 20:0.4240027479128886 21:0.5561504859126207 22:0.5509437837839862 23:0.4552157181803952 24:0.1266293864448597 25:0.0388201326463178 26:0.0119059102925430 27:51.0000000000000000 28:0.5048197219016869 29:7.4389904765028510 30:7.6180615058744054
0.0000000000000000 1:0.5821917808219178 2:0.5384615384615384 3:0.6794871794871795 4:0.6153846153846154 5:0.5512820512820513 6:0.6046153846153847 7:1.2551724137931035 8:0.8936170212765957 9:1.0333333333333334 10:0.6072423398328691 11:0.8500000000000000 12:0.5100354191263282 13:0.5559796437659033 14:0.5797101449275363 15:0.6406926406926406 16:0.4958677685950413 17:0.0632905639798222 18:0.0233843173118789 19:0.5690801167964404 20:0.5645751024370214 21:0.6333158662064939 22:0.6061563683721934 23:0.5549116797802174 24:0.1648260464895474 25:0.0575104138260210 26:0.0176499898196470 27:36.0000000000000000 28:0.4835704226927650 29:7.2926980979937760 30:7.4723099255612960
